"title","description","article_datetime","article_epoch","stock_datetime","stock_epoch","stock_close","stock_8ma_close","stock_change"
"Mark Zuckerberg, in Suit, Testifies in Oculus Intellectual Property Trial","Oculus, a virtual reality company acquired by Facebook, is accused of stealing elements of the technology that went into its headsets.","2017-01-17T19:30:24+0000","1484681424000","2017-01-17 15:00:00-05:00",1484683200000,"118.1","117.84875","0.135767244031"
"iPhone, Take a Message","Newer iPhones can convert a voice mail recording into text so you don’t have to play it to get it.","2017-01-18T16:39:35+0000","1484757575000","2017-01-18 12:00:00-05:00",1484758800000,"118.01","118.15625","-0.0148108965882"
"Clearing Out the App Stores: Government Censorship Made Easier","App stores backed by giant corporations have created choke points for the internet, which governments are now exploiting.","2017-01-18T10:00:26+0000","1484733626000","2017-01-18 06:00:00-05:00",1484737200000,"118.13","118105","0.00846704203887"
"Qualcomm Accused of Anticompetitive Practices by F.T.C.","The trade commission said Qualcomm used its dominant position as a supplier of phone chips to impose “onerous” supply and licensing terms.","2017-01-18T00:11:21+0000","1484698281000","2017-01-18 04:00:00-05:00",1484730000000,"118.12","118.0625","0.0179989412387"
"Apple Adds to Qualcomm’s Troubles, Filing Lawsuit Over Rebates","The chip maker’s technology is at heart of the smartphone revolution. But as the company’s influence grows, it is gaining unwanted antitrust attention.","2017-01-21T00:25:18+0000","1484958318000","2017-01-23 04:00:00-05:00",1485162000000,"117.89","118.05875","-0.00741156415769"
"Mike’s and Sapna’s Week in Tech: There are Zombie Social Networks. Then There’s Facebook.","A review of important developments in the tech industry.","2017-01-21T14:30:03+0000","1485009003000","2017-01-23 04:00:00-05:00",1485162000000,"117.89","118.05875","-0.00741156415769"
"Fighting iPhone Battery Life Blues","At least one iPhone model has some units with a defective power cell, but other factors like age and temperature can make the battery conk out.","2017-01-23T16:12:52+0000","1485187972000","2017-01-23 12:00:00-05:00",1485190800000,"118.12","117.99875","0.0275426646469"
"Samsung Galaxy Note 7 Crisis Signals Problems at Korea Inc.","A countrywide, top-down corporate culture stifles South Korean innovation and may have contributed to the company’s problems, critics say.","2017-01-23T10:42:07+0000","1485168127000","2017-01-23 06:00:00-05:00",1485169200000,"117.86","118.05","-0.0180008470987"
"How Alexa Fits Into Amazon’s Prime Directive","The wildly popular home assistant offers a vision of an automated future — one that Amazon itself is poised to dominate.","2017-01-24T10:00:03+0000","1485252003000","2017-01-24 06:00:00-05:00",1485255600000,"117.31","117845","-0.0742500742501"
"For C.E.O.s, a New Concern: The Activist in Chief","Corporate bosses are meeting with President Trump, hoping to affect policy and worrying that they could become a target of his tirades.","2017-01-24T01:18:14+0000","1485220694000","2017-01-24 04:00:00-05:00",1485248400000,"117.23","118.07625","-0.10903970951"
"Dumping a Bad App? Tips for a Painless Breakup","If a once-beloved app no longer brings you joy, it may be time to move on. Here’s how to know when to look for something better and how to take your data with you.","2017-01-25T16:49:38+0000","1485362978000","2017-01-25 12:00:00-05:00",1485363600000,"119.68","118.94125","0.167099303227"
"When Snap Goes Public, Some Shareholders’ Voting Rights May Disappear","The company apparently plans to issue shares with no voting rights, another sign of how the balance of power has tilted to tech founders. But Snap may have gone too far.","2017-01-25T00:59:17+0000","1485305957000","2017-01-25 04:00:00-05:00",1485334800000,"118.34","118.12625","0.0359784552544"
"Find the Right Power Cord for Your MacBook","Apple has many adapters for charging the laptop’s battery, so be sure to get the one designed for your model.","2017-01-27T16:50:24+0000","1485535824000","2017-01-27 12:00:00-05:00",1485536400000,"120.27","120.25875","0.00935482865073"
"Alphabet’s Profits Stay Predictably Good in a Volatile Industry","While other tech companies rise and fall with consumer tastes, Google’s parent has been consistent in generating huge earnings.","2017-01-27T01:06:24+0000","1485479184000","2017-01-27 04:00:00-05:00",1485507600000,"120.17","120.02625","0.0156215827788"
"Silicon Valley’s Ambivalence Toward Trump Turns to Anger","Tech companies, which have embraced globalization, reacted more forcefully to the president’s immigration order than counterparts in other industries.","2017-01-29T19:27:24+0000","1485718044000","2017-01-30 04:00:00-05:00",1485766800000,"119.1","119.95","-0.0937890787828"
"Messages About iMessages, but Not From Apple","Criminals who spam never stop trying to get your personal information.","2017-01-30T17:35:02+0000","1485797702000","2017-01-30 13:00:00-05:00",1485799200000,"119.31","119.2775","0.0188635744378"
"New Apple Results Are Coming, and the Fed Prepares to Convene","After revenue declines, Apple’s results — the first since the release of the iPhone 7 — may show an increase. Fed officials will meet for the first policy-making session of the year.","2017-01-30T02:00:03+0000","1485741603000","2017-01-30 04:00:00-05:00",1485766800000,"119.1","119.95","-0.0937890787828"
"Frantic Phoning Among C.E.O.s: How to Address Trump Ban?","Whispered questions among business leaders over the weekend produced no clear consensus on what to say about the President Trump’s immigration order in public.","2017-01-31T02:07:42+0000","1485828462000","2017-01-31 04:00:00-05:00",1485853200000,"119.35","119675","0.0313348652601"
"Daily Report: At Apple, Triumphs Amid Tribulations","The company faces slowing iPhone sales growth and uncertain relations with the new president. But revenue is up, and app sales and music are taking off.","2017-02-01T17:24:07+0000","1485969847000","2017-02-01 13:00:00-05:00",1485972000000,"127.0","125.75875","0.458218613019"
"When a Smartphone’s Camera Loses Its Focus","Lens smudges and outdated software can affect the look of your photos, but replacing a damaged camera may be the ultimate fix.","2017-02-01T17:08:15+0000","1485968895000","2017-02-01 13:00:00-05:00",1485972000000,"127.0","125.75875","0.458218613019"
"Amid Immigration Furor, Apple’s Chief Focuses on Apps and Music","Timothy D. Cook said the iPhone maker hoped to double its services business in the next four years, but it will be harder to predict how to deal with the Trump administration.","2017-02-01T01:38:43+0000","1485913123000","2017-02-01 04:00:00-05:00",1485939600000,"122.77","121.4325","0.441603359891"
"IBM Gives Watson a New Challenge: Your Tax Return","A partnership with H&R Block shows IBM’s strategy for artificial intelligence: Watson will be a smart assistant tailored for specific industries.","2017-02-01T23:30:24+0000","1485991824000","2017-02-01 19:00:00-05:00",1485993600000,"126.77","127.01375","-0.0866047967248"
"Solving the Case of the Mac’s Disappearing Scroll Bars","The Mac operating system often tucks an unused scroll bar out of sight, but that can be changed in the settings.","2017-02-02T17:15:45+0000","1486055745000","2017-02-02 13:00:00-05:00",1486058400000,"126.24","126.37625","-0.0178039782"
"Snap’s Plan Is Most Unfriendly to Outsiders","The company behind the popular disappearing-message app Snapchat is offering three types of shares, and outsiders will get no voting rights.","2017-02-03T19:42:40+0000","1486150960000","2017-02-03 15:00:00-05:00",1486152000000,"127.04","126.64375","0.0463899718699"
"Stem Helps Split Royalties, and Takes Off as Music Distributor","The company has quickly become a player in the industry, as a new ad for Frank Ocean’s “Blonde” highlights, by attracting independent artists who like to collaborate.","2017-02-05T20:19:06+0000","1486325946000","2017-02-06 04:00:00-05:00",1486371600000,"126.85","126.9175","0.0620481809049"
"Tech Opposition to Trump Propelled by Employees, Not Executives","In a court filing, nearly 100 technology companies cited the “tremendous impact” of immigrants on the United States in opposing the Trump immigration ban.","2017-02-06T10:46:43+0000","1486378003000","2017-02-06 06:00:00-05:00",1486378800000,"126.96","127.03375","-0.0226317809244"
"How to Save iPhone Voice Mail Messages","Recent versions of Apple’s mobile operating system let you archive a voice mail message on your iPhone as an audio file.","2017-02-07T17:02:37+0000","1486486957000","2017-02-07 13:00:00-05:00",1486490400000,"129.68","129.14","0.0880827009447"
"When to Get a New iPad Mini","Apple is traditionally quiet about its hardware updates in the works, but keep an eye on the company’s product announcement event.","2017-02-08T17:00:52+0000","1486573252000","2017-02-08 13:00:00-05:00",1486576800000,"129.59","129.4625","0.00193106111808"
"A Long Way From Mexico: Company Bets China Has an Appetite for Taco Bell","Once dominant, American fast-food chains in China are now looking for answers as they face tougher competition at the high and low ends of the market.","2017-02-10T20:17:07+0000","1486757827000","2017-02-10 16:00:00-05:00",1486760400000,"130.52","130.79875","-0.0659409971426"
"Farhad and Mike’s Week in Tech: All Trump, All the Time","The policies of the Trump administration have made more rank-and-file tech employees are willing to talk about — and participate in — politics.","2017-02-11T14:00:04+0000","1486821604000","2017-02-13 04:00:00-05:00",1486976400000,"130.59","130.61375","-0.0248825257678"
"When (and How) to Enable Safari Reader View","Apple’s browser for its Mac and iOS operating systems has handy controls for making your online reading experience more comfortable","2017-02-14T15:12:18+0000","1487085138000","2017-02-14 11:00:00-05:00",1487088000000,"132.74","132.05625","0.107908561692"
"Apple Tiptoes Into Producing Original Video but Plans to Pick Up Pace","The technology giant said it would introduce its first two shows this spring. Others, including scripted dramas, are in the pipeline.","2017-02-14T10:06:43+0000","1487066803000","2017-02-14 06:00:00-05:00",1487070000000,"132.01","131.8425","0.0303392305213"
"Don’t Look Now, but the Great Unbundling Has Spun Into Reverse","Consumers have felt liberated from traditional packages of media, music and retail services, but what they’ve really done is trade one bundle for another.","2017-02-14T19:34:44+0000","1487100884000","2017-02-14 15:00:00-05:00",1487102400000,"133.46","132725","0.202486343944"
"Why I Still Love TiVo and How a Sous Vide Gadget Rescued Me","No ads on TiVo is a timesaver, and its interface is better than a cable box, James Poniewozik says.","2017-02-15T10:00:13+0000","1487152813000","2017-02-15 06:00:00-05:00",1487156400000,"134.13","133.93125","0.0438657893509"
"Adding Facebook’s Birthday List to a Calendar Program","The social network offers a simple way to sync friends’ birthdays and other events to your regular datebook app.","2017-02-16T16:42:09+0000","1487263329000","2017-02-16 12:00:00-05:00",1487264400000,"133.68","133.77875","-0.0429814152098"
"Wearable Fitness Devices Don’t Seem to Make You Fitter","Fitbits and Apple Watches and the like may have their uses, but they don’t appear to be effective in weight loss.","2017-02-20T10:30:02+0000","1487586602000","2017-02-21 04:00:00-05:00",1487667600000,"134.78","134.16375","0.0847844518359"
"What Facebook Owes to Journalism","Mark Zuckerberg says he wants to help the news media. Here’s what he needs to do.","2017-02-21T15:02:44+0000","1487689364000","2017-02-21 11:00:00-05:00",1487692800000,"134.74","134.8125","-0.00649049605934"
"Making Your Phone Take Dictation","When you get a flash of inspiration away from your desk, have your smartphone convert your spoken words into text files for later use.","2017-02-22T16:49:28+0000","1487782168000","2017-02-22 12:00:00-05:00",1487782800000,"135.11","134.87375","0.0500468030288"
"How to Decide Which Headphones to Buy (Hint: Not Apple’s AirPods)","With so many choices available, shopping for earphones can be daunting. A headphone editor suggests buying two cheaper pairs suited to different needs.","2017-02-22T16:10:37+0000","1487779837000","2017-02-22 12:00:00-05:00",1487782800000,"135.11","134.87375","0.0500468030288"
"Self-Driving Cars Might Need Standards, but Whose?","Some say autonomous vehicles should have common technology before they hit the road, but there is also a strong case for independent approaches.","2017-02-23T16:49:51+0000","1487868591000","2017-02-23 12:00:00-05:00",1487869200000,"135.11","135375","-0.0452446906741"
"Automatic Update Headaches","System software updates — and upgrade problems — are not a Windows-only issue. Apple upgrades have caused disruptions for Mac users.","2017-02-24T16:54:05+0000","1487955245000","2017-02-24 12:00:00-05:00",1487955600000,"134.6","133.90375","0.118555305583"
"Farhad’s and Brian’s Week in Tech: Uber’s Very Bad Month","The ride-sharing company lurches from scandal to scandal to scandal, and Apple is set to open a very round new office.","2017-02-25T14:00:06+0000","1488031206000","2017-02-27 04:00:00-05:00",1488186000000,"134.91","134.91125","0.0982127139138"
"Warren Buffett, in Annual Letter, Offers Hymn to U.S. Economy","The billionaire investor’s optimistic tone contrasts with President Trump’s darker descriptions. Mr. Buffett also gave credit to “ambitious immigrants.”","2017-02-25T17:10:48+0000","1488042648000","2017-02-27 04:00:00-05:00",1488186000000,"134.91","134.91125","0.0982127139138"
"To Keep U.S. Jobs, Chip Makers Share a Factory and Pin Hopes on Trump","Computer chips are still made in the United States, but foreign competition is looming. The industry wants President Trump to help.","2017-02-26T23:29:16+0000","1488151756000","2017-02-27 04:00:00-05:00",1488186000000,"134.91","134.91125","0.0982127139138"
"Guilty Plea Coming From Takata, and G.D.P. Estimate Will Be Revised","A federal court appearance is scheduled Monday for the Japanese company whose airbags have been linked to 11 deaths, and the Commerce Department will update its fourth-quarter economic growth figure.","2017-02-27T02:00:04+0000","1488160804000","2017-02-27 04:00:00-05:00",1488186000000,"134.91","134.91125","0.0982127139138"
"Buffett’s $1 Trillion Target for Apple Is in Sight","The billionaire investor bought even more shares of Apple, maker of the iPhone, reckoning it will be the first company with a 13-digit valuation.","2017-02-27T20:13:24+0000","1488226404000","2017-02-27 16:00:00-05:00",1488229200000,"135.17","135.38875","-0.0230816814543"
"Searching for a New Travel Companion","The popular WorldMate service is retiring this year, but you can find similar apps and trip organizers to replace it.","2017-02-27T17:45:51+0000","1488217551000","2017-02-27 13:00:00-05:00",1488218400000,"135.47","135.45875","-0.0249153340039"
"Editing Documents on Both a PC and a Mac","You may not get all the program’s features, but you do not need the full version of Microsoft Word to open, edit and save Word files on a Mac.","2017-03-01T17:42:32+0000","1488390152000","2017-03-01 13:00:00-05:00",1488391200000,"138.15","137115","0.215147868577"
"Apple’s Devices Lose Luster in American Classrooms","Over the last three years, iPads and Mac notebooks have steadily lost ground to Chromebooks, inexpensive laptops that run on Google’s Chrome operating system.","2017-03-02T17:00:20+0000","1488474020000","2017-03-02 13:00:00-05:00",1488477600000,"137.48","138115","-0.0588277884372"
"Corporations Show Support for Transgender Boy in Supreme Court Case","Dozens of companies, including Amazon and Apple, signed on to a brief in support of Gavin Grimm’s fight against his school district over which bathrooms he may use.","2017-03-02T05:00:29+0000","1488430829000","2017-03-02 04:00:00-05:00",1488445200000,"137.98","138.19875","0.00542696659702"
"Taking Netflix on the Road","The streaming service offers a selection of shows and movies to download for offline viewing. The amount of space they take up depends on their length and picture quality.","2017-03-02T17:29:58+0000","1488475798000","2017-03-02 13:00:00-05:00",1488477600000,"137.48","138115","-0.0588277884372"
"Lyft Is Said to Seek New Funding as Its Rival Uber Stumbles","Locked in a price-cutting war, the ride-sharing companies remain unprofitable, but the front-runner’s problems have heartened Lyft, its challenger.","2017-03-02T03:30:49+0000","1488425449000","2017-03-02 04:00:00-05:00",1488445200000,"137.98","138.19875","0.00542696659702"
"U.S. Agents Raid Caterpillar Over Offshore Tax Practices","Caterpillar has been dogged by accusations that it reduced its domestic tax bill by shifting profits from the United States to a subsidiary in Switzerland.","2017-03-03T01:10:28+0000","1488503428000","2017-03-03 05:00:00-05:00",1488535200000,"137.28","137425","-0.0209205020921"
"Farhad’s and Mike’s Week in Tech: Uber, Oh Boy.","Snap debuted on the New York Stock Exchange and raised over $3 billion. And three new blows to Uber.","2017-03-04T14:00:03+0000","1488636003000","2017-03-06 04:00:00-05:00",1488790800000,"137.9","138.03375","-0.0208282394704"
"Questions About Mac Security and Google Password Prompts","You can link your mail accounts and social media services to Apple’s operating system for easy integration, but keep your passwords up to date.","2017-03-06T16:54:48+0000","1488819288000","2017-03-06 12:00:00-05:00",1488819600000,"137.27","137.55","-0.0136314067612"
"Unhappy With Photo, New Hampshire Town Wins Battle With Google","Concerned the picture leading Google’s search results for Londonderry didn’t represent the town, officials campaigned to replace it.","2017-03-07T21:28:48+0000","1488922128000","2017-03-07 17:00:00-05:00",1488924000000,"137.92","138.00625","-0.0235496580771"
"Caterpillar Is Accused in Report to Federal Investigators of Tax Fraud","The report outlines a strategy for bringing home billions of dollars from offshore affiliates while avoiding federal income taxes on the earnings.","2017-03-08T02:00:14+0000","1488938414000","2017-03-08 05:00:00-05:00",1488967200000,"138.06","137.94125","0.00724946308663"
"WikiLeaks Will Help Tech Companies Fix Security Flaws, Assange Says","The WikiLeaks founder said the group would work with Apple and Google to give them “exclusive access” on the technical details that have allowed the C.I.A. to hack their devices.","2017-03-09T17:51:41+0000","1489081901000","2017-03-09 13:00:00-05:00",1489082400000,"136.71","136965","-0.0282918993904"
"Using the TV App for iOS","Apple recently updated its storage of movies and other video content for iOS devices, but some users have found the transition buggy.","2017-03-10T17:20:12+0000","1489166412000","2017-03-10 13:00:00-05:00",1489168800000,"137.42","137.51875","-0.0145434713448"
"Tech Roundup: Julian Assange as Tech Companies’ Defender","Mr. Assange, the WikiLeaks founder, said the group would give tech companies technical details to fix security flaws in phones and software said to have been exploited by the C.I.A.","2017-03-10T17:44:24+0000","1489167864000","2017-03-10 13:00:00-05:00",1489168800000,"137.42","137.51875","-0.0145434713448"
"Farhad’s and Cecilia’s Week in Tech: Tech Policy, Too, Is Undergoing a Sea Change","While immigration, health care and Russia are hogging the media oxygen, big reversals are happening in Obama-era tech policy.","2017-03-11T14:00:03+0000","1489240803000","2017-03-13 05:00:00-05:00",1489399200000,"137.32","137.4675","-0.0190954225544"
"Just What Was in That iOS System Update?","If you want to see what else happened besides security patches and bug fixes when you installed that update, check the source.","2017-03-15T15:36:06+0000","1489592166000","2017-03-15 11:00:00-05:00",1489593600000,"137.92","137.6625","0.0699173703805"
"Using Sling TV and Secure Texts to Keep on Top of Trump","Michael D. Shear, White House reporter, follows President Trump’s 140-character pronouncements closely. And he has Google Home — at home.","2017-03-15T15:11:14+0000","1489590674000","2017-03-15 11:00:00-05:00",1489593600000,"137.92","137.6625","0.0699173703805"
"Does This USB Drive Look FAT?","The Windows and Mac platforms have their own preferred file systems, but many external USB drives can work with both.","2017-03-16T15:34:44+0000","1489678484000","2017-03-16 11:00:00-05:00",1489680000000,"138.95","139.09","-0.00898698684304"
"With Her Dating App, Women Are in Control","Whitney Wolfe helped found Tinder, but left after a relationship soured. With Bumble, she is fighting a culture of crotch shots and pickup artists.","2017-03-18T10:00:23+0000","1489831223000","2017-03-20 04:00:00-05:00",1490000400000,"138.43","138.64125","-0.0685221750381"
"As Uber Woos More Drivers, Taxis Hit Back","Rival centers serving drivers underscore a fierce competition as ride-hailing apps have expanded in New York.","2017-03-18T16:14:21+0000","1489853661000","2017-03-20 04:00:00-05:00",1490000400000,"138.43","138.64125","-0.0685221750381"
"Dole Case Illustrates Problems in Shareholder System","Some Dole shareholders may not get a piece of a recent settlement. While shareholders think they own the shares they buy, they don’t in a sense.","2017-03-21T23:53:45+0000","1490140425000","2017-03-21 19:00:00-05:00",1490140800000,"137.73","138.27875","-0.146443325529"
"Some Styling for the Apple Watch","A sister and brother team have designed accessories that turn an Apple Watch into a pendant or a pocket watch using chains and charms.","2017-03-22T11:16:29+0000","1490181389000","2017-03-22 07:00:00-05:00",1490184000000,"137.78","137735","-0.01815079682"
"A Taiwan Perspective","A Taiwan official writes that Taiwan should not be used as a bargaining chip to get China to act tougher on North Korea.","2017-03-23T18:19:20+0000","1490293160000","2017-03-23 14:00:00-05:00",1490295600000,"139.5","139.5025","-0.0394258167416"
"C.I.A. Developed Tools to Spy on Mac Computers, WikiLeaks Disclosure Shows","Leaked details about the spy agency’s cyberweapons programs suggest the agency had developed spy tools for older Mac software, and had worked on a newer version last year.","2017-03-24T00:37:05+0000","1490315825000","2017-03-24 04:00:00-05:00",1490346000000,"139.52","139.32375","0.0287101086498"
"Chinese Court Rules in Favor of Apple in Design Patent Disputes","The court, in ruling against a domestic phone maker, overturned a ban on selling iPhone 6 and iPhone 6 Plus phones in China.","2017-03-25T14:48:28+0000","1490453308000","2017-03-27 04:00:00-05:00",1490605200000,"138.11","138.79125","-0.114380409428"
"In Wake of Attack, U.K. Officials to Push Against Encryption Technology","Government officials will meet with representatives of U.S. technology firms this week to demand that they do more to help in the fight against terrorism and online hate speech.","2017-03-27T11:09:25+0000","1490612965000","2017-03-27 07:00:00-05:00",1490616000000,"138.03","138.38375","-0.0650365378883"
"Leaving New Fingerprints on the iPhone","If your device randomly rejects your attempts to unlock it with your fingertip, try a few of the basic troubleshooting steps on hand.","2017-03-28T18:24:48+0000","1490725488000","2017-03-28 14:00:00-05:00",1490727600000,"142.29","140.54","0.250818272378"
"Tech Roundup: Improving Uber’s Diversity and Culture","Uber, facing tremendous pressure to revamp its workplace culture, released a report detailing its work force’s lack of diversity, with figures similar to those at other tech companies.","2017-03-28T18:40:26+0000","1490726426000","2017-03-28 14:00:00-05:00",1490727600000,"142.29","140.54","0.250818272378"
"Uber Releases Diversity Report and Repudiates Its ‘Hard-Charging Attitude’","The report, which excludes drivers, showed Uber’s employees are overwhelmingly male and the largest ethnic group is white, though the figures are not so different from other tech companies.","2017-03-28T17:15:05+0000","1490721305000","2017-03-28 13:00:00-05:00",1490724000000,"141.87","140.1825","0.255024699945"
"Weather on the 1s? Stormy, as Familiar Faces Depart From NY1","Change landed hard on NY1 and its viewers this week, in the form of layoffs for about a dozen employees, many of them recognizable and beloved on-air figures.","2017-03-31T00:34:25+0000","1490920465000","2017-03-31 04:00:00-05:00",1490950800000,"141.85","142.18","-0.0430791953861"
"The Ad Feels a Bit Like Oscar Bait, but It’s Trying to Sell You an iPhone","Artists and brands are collaborating on advertisements that move away from mere product placement, a practice so common that the Tribeca Film Festival has an award for it.","2017-04-02T18:25:52+0000","1491157552000","2017-04-03 05:00:00-05:00",1491213600000,"141.98","142.00125","0.0"
"Uber Denies It Is Using Stolen Waymo Technology","The ride-hailing service said it started developing its own self-driving car systems before hiring an ex-Google employee accused of the theft.","2017-04-07T17:13:50+0000","1491585230000","2017-04-07 13:00:00-05:00",1491588000000,"142.23","141.99875","0.0149649204659"
"Sleep Is the New Status Symbol","Once we would brag of not needing very much of it. Now deep slumber is a coveted state achieved with gadgets, apps, gizmos and classes.","2017-04-08T10:00:27+0000","1491645627000","2017-04-10 04:00:00-05:00",1491814800000,"142.3","141.88375","-0.0264300880122"
"Canada Tries to Turn Its A.I. Ideas Into Dollars","Today’s striking advances in artificial intelligence owe a lot to research in Canada over the years. But the country has so far failed to cash in.","2017-04-09T19:14:50+0000","1491765290000","2017-04-10 04:00:00-05:00",1491814800000,"142.3","141.88375","-0.0264300880122"
"That Fingerprint Sensor on Your Phone Is Not as Safe as You Think","New research suggests that the fingerprint security features on iPhones and Android devices can be easily fooled by so-called MasterPrint fakes.","2017-04-11T03:45:34+0000","1491882334000","2017-04-11 05:00:00-05:00",1491904800000,"141.26","141.5325","-0.037977143059"
"A Hangout for Old Desktop Notifications","If the pop-up alerts that bring you news and information from your Mac’s apps disappear before you can read them, check the Notifications Center.","2017-04-11T16:25:46+0000","1491927946000","2017-04-11 12:00:00-05:00",1491930000000,"140.16","140.60625","-0.104013868516"
"Tesla’s Rise on a Wave of Shareholder Optimism","Tesla’s valuation implies that investors expect its chief executive, Elon Musk, to outdo even some of his biggest cheerleaders’ already rosy assumptions.","2017-04-11T18:58:56+0000","1491937136000","2017-04-11 14:00:00-05:00",1491937200000,"140.23","140.3175","-0.130953017264"
