"pub_date","pub_date_epoch","snippet","headline.main"
"2017-02-03T19:42:40+0000","1486150960000","The company behind the popular disappearing-message app Snapchat is offering three types of shares, and outsiders will get no voting rights.","Snap’s Plan Is Most Unfriendly to Outsiders"
"2017-02-05T20:19:06+0000","1486325946000","The company has quickly become a player in the industry, as a new ad for Frank Ocean’s “Blonde” highlights, by attracting independent artists who like to collaborate.","Stem Helps Split Royalties, and Takes Off as Music Distributor"
"2017-02-06T10:46:43+0000","1486378003000","In a court filing, nearly 100 technology companies cited the “tremendous impact” of immigrants on the United States in opposing the Trump immigration ban.","Tech Opposition to Trump Propelled by Employees, Not Executives"
"2017-02-07T17:02:37+0000","1486486957000","Recent versions of Apple’s mobile operating system let you archive a voice mail message on your iPhone as an audio file.","How to Save iPhone Voice Mail Messages"
"2017-02-08T17:00:52+0000","1486573252000","Apple is traditionally quiet about its hardware updates in the works, but keep an eye on the company’s product announcement event.","When to Get a New iPad Mini"
"2017-02-10T20:17:07+0000","1486757827000","Once dominant, American fast-food chains in China are now looking for answers as they face tougher competition at the high and low ends of the market.","A Long Way From Mexico: Company Bets China Has an Appetite for Taco Bell"
"2017-02-11T14:00:04+0000","1486821604000","The policies of the Trump administration have made more rank-and-file tech employees are willing to talk about — and participate in — politics.","Farhad and Mike’s Week in Tech: All Trump, All the Time"
"2017-02-14T15:12:18+0000","1487085138000","Apple’s browser for its Mac and iOS operating systems has handy controls for making your online reading experience more comfortable","When (and How) to Enable Safari Reader View"
"2017-02-14T10:06:43+0000","1487066803000","The technology giant said it would introduce its first two shows this spring. Others, including scripted dramas, are in the pipeline.","Apple Tiptoes Into Producing Original Video but Plans to Pick Up Pace"
"2017-02-14T19:34:44+0000","1487100884000","Consumers have felt liberated from traditional packages of media, music and retail services, but what they’ve really done is trade one bundle for another.","Don’t Look Now, but the Great Unbundling Has Spun Into Reverse"
"2017-02-15T10:00:13+0000","1487152813000","No ads on TiVo is a timesaver, and its interface is better than a cable box, James Poniewozik says.","Why I Still Love TiVo and How a Sous Vide Gadget Rescued Me"
"2017-02-16T16:42:09+0000","1487263329000","The social network offers a simple way to sync friends’ birthdays and other events to your regular datebook app.","Adding Facebook’s Birthday List to a Calendar Program"
"2017-02-20T10:30:02+0000","1487586602000","Fitbits and Apple Watches and the like may have their uses, but they don’t appear to be effective in weight loss.","Wearable Fitness Devices Don’t Seem to Make You Fitter"
"2017-02-21T15:02:44+0000","1487689364000","Mark Zuckerberg says he wants to help the news media. Here’s what he needs to do.","What Facebook Owes to Journalism"
"2017-02-22T16:49:28+0000","1487782168000","When you get a flash of inspiration away from your desk, have your smartphone convert your spoken words into text files for later use.","Making Your Phone Take Dictation"
"2017-02-22T16:10:37+0000","1487779837000","With so many choices available, shopping for earphones can be daunting. A headphone editor suggests buying two cheaper pairs suited to different needs.","How to Decide Which Headphones to Buy (Hint: Not Apple’s AirPods)"
"2017-02-23T16:49:51+0000","1487868591000","Some say autonomous vehicles should have common technology before they hit the road, but there is also a strong case for independent approaches.","Self-Driving Cars Might Need Standards, but Whose?"
"2017-02-24T16:54:05+0000","1487955245000","System software updates — and upgrade problems — are not a Windows-only issue. Apple upgrades have caused disruptions for Mac users.","Automatic Update Headaches"
"2017-02-25T14:00:06+0000","1488031206000","The ride-sharing company lurches from scandal to scandal to scandal, and Apple is set to open a very round new office.","Farhad’s and Brian’s Week in Tech: Uber’s Very Bad Month"
"2017-02-25T17:10:48+0000","1488042648000","The billionaire investor’s optimistic tone contrasts with President Trump’s darker descriptions. Mr. Buffett also gave credit to “ambitious immigrants.”","Warren Buffett, in Annual Letter, Offers Hymn to U.S. Economy"
"2017-02-26T23:29:16+0000","1488151756000","Computer chips are still made in the United States, but foreign competition is looming. The industry wants President Trump to help.","To Keep U.S. Jobs, Chip Makers Share a Factory and Pin Hopes on Trump"
"2017-02-27T02:00:04+0000","1488160804000","A federal court appearance is scheduled Monday for the Japanese company whose airbags have been linked to 11 deaths, and the Commerce Department will update its fourth-quarter economic growth figure.","Guilty Plea Coming From Takata, and G.D.P. Estimate Will Be Revised"
"2017-02-27T20:13:24+0000","1488226404000","The billionaire investor bought even more shares of Apple, maker of the iPhone, reckoning it will be the first company with a 13-digit valuation.","Buffett’s $1 Trillion Target for Apple Is in Sight"
"2017-02-27T17:45:51+0000","1488217551000","The popular WorldMate service is retiring this year, but you can find similar apps and trip organizers to replace it.","Searching for a New Travel Companion"
"2017-03-01T17:42:32+0000","1488390152000","You may not get all the program’s features, but you do not need the full version of Microsoft Word to open, edit and save Word files on a Mac.","Editing Documents on Both a PC and a Mac"
"2017-03-02T17:00:20+0000","1488474020000","Over the last three years, iPads and Mac notebooks have steadily lost ground to Chromebooks, inexpensive laptops that run on Google’s Chrome operating system.","Apple’s Devices Lose Luster in American Classrooms"
"2017-03-02T05:00:29+0000","1488430829000","Dozens of companies, including Amazon and Apple, signed on to a brief in support of Gavin Grimm’s fight against his school district over which bathrooms he may use.","Corporations Show Support for Transgender Boy in Supreme Court Case"
"2017-03-02T17:29:58+0000","1488475798000","The streaming service offers a selection of shows and movies to download for offline viewing. The amount of space they take up depends on their length and picture quality.","Taking Netflix on the Road"
"2017-03-02T03:30:49+0000","1488425449000","Locked in a price-cutting war, the ride-sharing companies remain unprofitable, but the front-runner’s problems have heartened Lyft, its challenger.","Lyft Is Said to Seek New Funding as Its Rival Uber Stumbles"
"2017-03-03T01:10:28+0000","1488503428000","Caterpillar has been dogged by accusations that it reduced its domestic tax bill by shifting profits from the United States to a subsidiary in Switzerland.","U.S. Agents Raid Caterpillar Over Offshore Tax Practices"
"2017-03-04T14:00:03+0000","1488636003000","Snap debuted on the New York Stock Exchange and raised over $3 billion. And three new blows to Uber.","Farhad’s and Mike’s Week in Tech: Uber, Oh Boy."
"2017-03-06T16:54:48+0000","1488819288000","You can link your mail accounts and social media services to Apple’s operating system for easy integration, but keep your passwords up to date.","Questions About Mac Security and Google Password Prompts"
"2017-03-07T21:28:48+0000","1488922128000","Concerned the picture leading Google’s search results for Londonderry didn’t represent the town, officials campaigned to replace it.","Unhappy With Photo, New Hampshire Town Wins Battle With Google"
"2017-03-08T02:00:14+0000","1488938414000","The report outlines a strategy for bringing home billions of dollars from offshore affiliates while avoiding federal income taxes on the earnings.","Caterpillar Is Accused in Report to Federal Investigators of Tax Fraud"
"2017-03-09T17:51:41+0000","1489081901000","The WikiLeaks founder said the group would work with Apple and Google to give them “exclusive access” on the technical details that have allowed the C.I.A. to hack their devices.","WikiLeaks Will Help Tech Companies Fix Security Flaws, Assange Says"
"2017-03-10T17:20:12+0000","1489166412000","Apple recently updated its storage of movies and other video content for iOS devices, but some users have found the transition buggy.","Using the TV App for iOS"
"2017-03-10T17:44:24+0000","1489167864000","Mr. Assange, the WikiLeaks founder, said the group would give tech companies technical details to fix security flaws in phones and software said to have been exploited by the C.I.A.","Tech Roundup: Julian Assange as Tech Companies’ Defender"
"2017-03-11T14:00:03+0000","1489240803000","While immigration, health care and Russia are hogging the media oxygen, big reversals are happening in Obama-era tech policy.","Farhad’s and Cecilia’s Week in Tech: Tech Policy, Too, Is Undergoing a Sea Change"
"2017-03-15T15:36:06+0000","1489592166000","If you want to see what else happened besides security patches and bug fixes when you installed that update, check the source.","Just What Was in That iOS System Update?"
"2017-03-15T15:11:14+0000","1489590674000","Michael D. Shear, White House reporter, follows President Trump’s 140-character pronouncements closely. And he has Google Home — at home.","Using Sling TV and Secure Texts to Keep on Top of Trump"
"2017-03-16T15:34:44+0000","1489678484000","The Windows and Mac platforms have their own preferred file systems, but many external USB drives can work with both.","Does This USB Drive Look FAT?"
"2017-03-18T10:00:23+0000","1489831223000","Whitney Wolfe helped found Tinder, but left after a relationship soured. With Bumble, she is fighting a culture of crotch shots and pickup artists.","With Her Dating App, Women Are in Control"
"2017-03-18T16:14:21+0000","1489853661000","Rival centers serving drivers underscore a fierce competition as ride-hailing apps have expanded in New York.","As Uber Woos More Drivers, Taxis Hit Back"
"2017-03-21T23:53:45+0000","1490140425000","Some Dole shareholders may not get a piece of a recent settlement. While shareholders think they own the shares they buy, they don’t in a sense.","Dole Case Illustrates Problems in Shareholder System"
"2017-03-22T11:16:29+0000","1490181389000","A sister and brother team have designed accessories that turn an Apple Watch into a pendant or a pocket watch using chains and charms.","Some Styling for the Apple Watch"
"2017-03-23T18:19:20+0000","1490293160000","A Taiwan official writes that Taiwan should not be used as a bargaining chip to get China to act tougher on North Korea.","A Taiwan Perspective"
"2017-03-24T00:37:05+0000","1490315825000","Leaked details about the spy agency’s cyberweapons programs suggest the agency had developed spy tools for older Mac software, and had worked on a newer version last year.","C.I.A. Developed Tools to Spy on Mac Computers, WikiLeaks Disclosure Shows"
"2017-03-25T14:48:28+0000","1490453308000","The court, in ruling against a domestic phone maker, overturned a ban on selling iPhone 6 and iPhone 6 Plus phones in China.","Chinese Court Rules in Favor of Apple in Design Patent Disputes"
"2017-03-27T11:09:25+0000","1490612965000","Government officials will meet with representatives of U.S. technology firms this week to demand that they do more to help in the fight against terrorism and online hate speech.","In Wake of Attack, U.K. Officials to Push Against Encryption Technology"
"2017-03-28T18:24:48+0000","1490725488000","If your device randomly rejects your attempts to unlock it with your fingertip, try a few of the basic troubleshooting steps on hand.","Leaving New Fingerprints on the iPhone"
"2017-03-28T18:40:26+0000","1490726426000","Uber, facing tremendous pressure to revamp its workplace culture, released a report detailing its work force’s lack of diversity, with figures similar to those at other tech companies.","Tech Roundup: Improving Uber’s Diversity and Culture"
"2017-03-28T17:15:05+0000","1490721305000","The report, which excludes drivers, showed Uber’s employees are overwhelmingly male and the largest ethnic group is white, though the figures are not so different from other tech companies.","Uber Releases Diversity Report and Repudiates Its ‘Hard-Charging Attitude’"
"2017-03-31T00:34:25+0000","1490920465000","Change landed hard on NY1 and its viewers this week, in the form of layoffs for about a dozen employees, many of them recognizable and beloved on-air figures.","Weather on the 1s? Stormy, as Familiar Faces Depart From NY1"
"2017-04-02T18:25:52+0000","1491157552000","Artists and brands are collaborating on advertisements that move away from mere product placement, a practice so common that the Tribeca Film Festival has an award for it.","The Ad Feels a Bit Like Oscar Bait, but It’s Trying to Sell You an iPhone"
"2017-04-07T17:13:50+0000","1491585230000","The ride-hailing service said it started developing its own self-driving car systems before hiring an ex-Google employee accused of the theft.","Uber Denies It Is Using Stolen Waymo Technology"
"2017-04-08T10:00:27+0000","1491645627000","Once we would brag of not needing very much of it. Now deep slumber is a coveted state achieved with gadgets, apps, gizmos and classes.","Sleep Is the New Status Symbol"
"2017-04-09T19:14:50+0000","1491765290000","Today’s striking advances in artificial intelligence owe a lot to research in Canada over the years. But the country has so far failed to cash in.","Canada Tries to Turn Its A.I. Ideas Into Dollars"
"2017-04-11T03:45:34+0000","1491882334000","New research suggests that the fingerprint security features on iPhones and Android devices can be easily fooled by so-called MasterPrint fakes.","That Fingerprint Sensor on Your Phone Is Not as Safe as You Think"
"2017-04-11T16:25:46+0000","1491927946000","If the pop-up alerts that bring you news and information from your Mac’s apps disappear before you can read them, check the Notifications Center.","A Hangout for Old Desktop Notifications"
"2017-04-11T18:58:56+0000","1491937136000","Tesla’s valuation implies that investors expect its chief executive, Elon Musk, to outdo even some of his biggest cheerleaders’ already rosy assumptions.","Tesla’s Rise on a Wave of Shareholder Optimism"
"2017-04-11T15:24:30+0000","1491924270000","The ambitious conglomerate, which said unspecified regulatory problems had derailed the American TV acquisition, grew quickly but its cash has dwindled.","Deal by Chinese Tech Company LeEco for Vizio Dies"
"2017-04-12T01:01:25+0000","1491958885000","Investors have been energized by the electric-car maker’s upbeat outlook for delivering its mass-market model. Now its chief, Elon Musk, must deliver.","Tesla’s Market Surge Has Even Fans Looking for Feet of Clay"
"2017-04-13T16:11:30+0000","1492099890000","Apple’s own texting app for iOS 10 includes easy ways to liven up your interactions with other iMessage users.","Send Some Sass With That Text Message"
"2017-04-14T22:20:34+0000","1492208434000","The permit is the clearest signal yet that the company wants to enter an intensely competitive sector by designing or building autonomous vehicle technology.","Apple Gets Permit to Test Self-Driving Cars in California"
"2017-04-14T19:30:17+0000","1492198217000","Thanks to the power of its index funds, Vanguard is pulling in more money than all of the other fund companies in the business.","Vanguard Is Growing Faster Than Everybody Else Combined"
"2017-04-16T19:05:19+0000","1492369519000","Microsoft and Facebook have rolled out competing tools. But Slack’s chief executive says small tech companies with new ideas have a history of defeating the big guys.","Slack, an Upstart in Messaging, Now Faces Giant Tech Rivals"
"2017-04-17T16:01:41+0000","1492444901000","Mission Control is one of the many features built into the Mac operating system designed to let you find your stuff faster.","See All the Mac’s Open Windows at Once"
"2017-04-18T17:28:36+0000","1492536516000","Facebook’s chief executive introduced an augmented reality platform that will allow people to digitally manipulate the world around them.","Mark Zuckerberg Sees Augmented Reality Ecosystem in Facebook"
"2017-04-18T01:30:02+0000","1492479002000","The firm that has helped buy companies like Dell and Ultimate Fighting Championship is looking for more tech and media.","Silver Lake Raises $15 Billion Fund for New Tech Deals"
"2017-04-19T16:06:51+0000","1492618011000","Chinese authorities said they would meet with the American tech giant over video-streaming apps that they said offered forbidden content.","Apple Faces Inquiry in China Over App Store Content"
"2017-04-19T09:00:24+0000","1492592424000","Facebook’s chief, Mark Zuckerberg, realized early that creating the best new features is not as important as owning the biggest and most engaged network.","Why Facebook Keeps Beating Every Rival: It’s the Network, of Course"
"2017-04-19T17:11:25+0000","1492621885000","Though not plentiful, a new crop of work spaces are aiming to offer child care and entrepreneurship support.","Starting Up a Business, With Little Ones Close By"
"2017-04-22T18:30:19+0000","1492885819000","Let’s face it: The biggest tech companies are monopolies.","Is It Time to Break Up Google?"
"2017-04-23T14:37:16+0000","1492958236000","Travis Kalanick’s drive to win in life has led to a pattern of risk-taking that has at times put his ride-hailing company on the brink of implosion.","Uber’s C.E.O. Plays With Fire"
"2017-04-24T15:43:10+0000","1493048590000","The chief executive of Uber isn’t afraid of a fight or of taking risks. We’ve known that for a while. But did you hear about his gaming skills on the Wii?","Tech Roundup: Things We’ve Learned About Travis Kalanick"
"2017-04-25T09:00:08+0000","1493110808000","Mark Zuckerberg now acknowledges the dangerous side of the social revolution he helped start. But is the most powerful tool for connection in human history capable of adapting to the world it created?","Can Facebook Fix Its Own Worst Bug?"
"2017-04-25T17:17:42+0000","1493140662000","Copper & Kings, in Kentucky, is just one of many distillers, large and small, betting that brandy will be the next big brown liquor.","American Brandy Is Surging, Even in Whiskey Country"
"2017-04-26T09:00:12+0000","1493197212000","Michael Weinstein’s AIDS Healthcare Foundation treats an enormous number of patients — and makes an enormous amount of money. Is that why so many activists distrust him?","The C.E.O. of H.I.V."
"2017-04-27T09:00:33+0000","1493283633000","A new Netflix series aims to explore the trauma behind the heroine. Is there a risk to rewriting a beloved book?","The Other Side of Anne of Green Gables"
"2017-04-27T23:49:29+0000","1493336969000","Anthony Levandowski, the engineer at the center of litigation over driverless car technology, said he will no longer work on a key part of the technology at Uber.","Uber Executive Steps Back From Self-Driving Cars During Waymo Legal Fight"
"2017-04-27T11:56:31+0000","1493294191000","Trademark lawyers said the ruling suggested that Chinese court orders protecting intellectual property would be enforced more strictly.","New Balance Court Ruling in China Is Rare Win Against Piracy"
"2017-04-29T13:00:05+0000","1493470805000","The so-called flying car is really a hovercraft, people. Also we chat about net neutrality, earnings and Uber.","Farhad’s and Superior Mike’s Week in Tech: There’s No Flying Car"
"2017-04-30T20:30:35+0000","1493584235000","Apple’s shares are up nearly 60 percent since last summer. Investors hope new iPhones due in September will prompt many Apple users to upgrade.","Apple’s Stock Races Ahead as Investors Bet on New iPhones"
"2017-05-01T17:13:10+0000","1493658790000","Financial results will arrive for big tech companies, and Microsoft plans to make a big splash around its Windows software with an event on Tuesday.","Daily Report: A Busy Week Ahead"
"2017-05-02T16:34:02+0000","1493742842000","Apple keeps your payment and billing information on file, but visit your account settings if you need to make a change.","Updating Stored Credit Card Information for the App Store"
"2017-05-03T00:54:10+0000","1493772850000","The Silicon Valley giant said sales in its most recent quarter were slowed by expectations for a phone that isn’t due until September.","Customers Waiting on New iPhones Crimp Apple’s Profits"
"2017-05-03T09:00:27+0000","1493802027000","The new F.C.C. chairman’s plan to slacken net neutrality rules is a boon to tech giants and a bane to competitors and innovators.","Giving the Behemoths a Leg Up on the Little Guy"
"2017-05-03T14:18:53+0000","1493821133000","The new series hews closely to its predecessors before turning somber, in a very 21st-century way.","‘Anne With an E,’ on Netflix, Reimagines a Darker ‘Green Gables’"
"2017-05-04T01:40:45+0000","1493862045000","Apple, joining a growing list of companies that have said recently that they will promote jobs in the U.S., said it would announce the fund’s first investment this month.","Apple Announces $1 Billion Fund to Create U.S. Jobs in Manufacturing"
"2017-05-04T17:12:23+0000","1493917943000","If you want to use a different jukebox program or just want to put your library in the cloud, pack up your files and go.","Moving Your Music Out of iTunes"
"2017-05-04T14:39:53+0000","1493908793000","The move follows a similar deal that Apple struck with Rome in late 2015, and comes as Europe wrestles with how much tax Silicon Valley companies should pay overseas.","Google Agrees to Pay Italy $334 Million in Back Taxes"
"2017-05-04T00:49:33+0000","1493858973000","A high-stakes dispute between two leaders in the field is coming to a head as a judge considers whether an Uber executive brought stolen trade secrets to the company.","Uber and Waymo Duel at Key Hearing Over Driverless Car Technology"
"2017-05-05T21:02:53+0000","1494018173000","Apple continues to mint money at an almost inconceivable pace. But it hasn’t come out with a technological game changer in years. Investors, take heed.","The Fabulous Apple Cash Machine"
"2017-05-05T17:10:34+0000","1494004234000","The price tag for the least expensive model doesn’t go over well as the basketball star and his father try a different business model.","At $495, Lonzo Ball’s ZO2 Sneakers Have Tastemakers Saying No Thanks"
"2017-05-06T18:30:43+0000","1494095443000","Our salesman in chief celebrates hawking a shoddy product.","Trump: Hazardous to Our Health"
"2017-05-06T13:00:06+0000","1494075606000","Mike and Farhad chat about Facebook, Angie’s List and, what else, Uber.","Farhad and Mike’s Week in Tech: Uber Under Scrutiny"
"2017-05-07T00:09:58+0000","1494115798000","At the annual shareholders meeting of his conglomerate, Warren Buffett criticized the health care overhaul as “a huge tax cut for guys like me.”","Warren Buffett, at Berkshire Meeting, Condemns Republican Health Care Bill"
"2017-05-08T16:50:31+0000","1494262231000","After you disconnect your phone from the car’s dashboard, the iOS 10 maps app remembers where you parked and can lead you back to that location.","When Apple Maps Marks Your Spot"
"2017-05-08T13:09:41+0000","1494248981000","We’re following major developments in the markets throughout the day. Check here for the latest updates.","Movers: Pandora’s Infusion; Apple Soars; Sinclair to Buy Tribune"
"2017-05-08T18:52:36+0000","1494269556000","Tech firms are in a race to dominate consumers’ digital lives, and their services increasingly overlap each other. The convergence helps customers.","The ‘Frightful Five’ Aren’t So Scary, as Long as They’re Competing"
"2017-05-09T12:30:04+0000","1494333004000","We’re following major developments in the markets throughout the day. Check here for the latest updates.","Movers: Apple Hits a Market Cap Milestone"
"2017-05-09T18:33:30+0000","1494354810000","A flurry of announcements — including a cash infusion from KKR, new board members and widening losses — sets the stage for a sale of the company.","Pandora, Digital Music Pioneer, Is Running Out of Options"
"2017-05-09T19:04:56+0000","1494356696000","Who says healthy, and Instagram-worthy, food can’t come in a package? Our columnist orders in.","A Takeout Addict Tries Clean Eating"
"2017-05-10T16:20:57+0000","1494433257000","The products and services of Amazon, Apple, Facebook, Google and Microsoft have become essential and inescapable. Which ones would you ditch if you had to?","Daily Report: Too Late to Run From Tech’s Frightful Five"
"2017-05-10T14:27:22+0000","1494426442000","The Big Five tech companies increasingly dominate our lives. Could you ditch them?","Which Tech Giant Would You Drop?"
"2017-05-10T14:27:28+0000","1494426448000","Amazon, Apple, Microsoft, Facebook and Google dominate our day-to-day activities. Imagining being forced to give up some of them could lead to hard choices.","Tech’s Frightful Five: They’ve Got Us"
"2017-05-11T15:24:00+0000","1494516240000","Smartphone and tablet browsers tend to hide the option for searching text under a menu or icon.","How to Do a Text Search on Mobile"
